Word,Happy,Stable,Introvert,Anxious,Depressed
topic,0.9333538248572837,0.8278148034965553,0.6336361451380952,0.9051487734355053,0.978528361506837
ebony,0.8959576880851581,0.997238743021039,0.5995115469453893,0.9877139881236885,0.8121187420660347
trendy,0.9304980627986865,0.9783671151632558,0.9009068183503262,0.9173512690157473,0.8052468495095222
reel,0.7697581024387639,0.9860103929689528,0.8812306744949776,0.8797861175035571,0.889771375036047
💥,0.7684725205178768,0.7410377160130841,0.7898153387646851,0.500537142226801,0.6494948371822558
m,2.057835509083894e-05,1.9778392253533283e-05,0.9498824144018978,0.09068854448321462,0.00041149487458502776
victims,0.6442278116688067,0.7445193254395555,0.5391066562987363,0.9926341440853643,0.8797231537402577
大,0.915178397695225,0.7683646025383986,0.5320415830333658,0.7864111050238001,0.8670703851253629
motocross,0.9733434447767317,0.8458707103619727,0.6696365261609858,0.7656581024728806,0.8402978113783997
dillon,0.8803452253206094,0.8350273797773389,0.8217644656297929,0.9329526797971779,0.9563097630749091
least,0.48421027482678314,0.45158324515547155,0.681385981214345,0.95926061744008,0.565280117293133
format,0.6539954918591293,0.5019281056107467,0.571802979628679,0.6286463134698619,0.7754563231014489
13-14,0.9980627844945473,0.8818087924820086,0.9406970491393198,0.8342291724659918,0.7563054538133718
continue,0.8790952458214989,0.8222368220296974,0.9467490023075507,0.8234878209015457,0.8271991845513413
talk,0.9181876206432693,0.7993395159474435,0.3916607412677813,0.45285730493820653,0.9464826367357186
controller,0.7281785876636273,0.7043064466286426,0.5844502834309235,0.5822150821477969,0.9283037615529268
🍯,0.7692869788765542,0.8532651461916161,0.7749197760546913,0.25399469217684323,0.6318302875575366
earth,0.9866465444650152,0.8985898033356607,0.2394392273972985,0.909239462037307,0.7604346536583328
spirits,0.38727387806500735,0.3041693548824216,0.9398354726677225,0.6900918448443951,0.8284619102792217
bronco,0.6054444553121021,0.5270858504074485,0.9865237102659008,0.8969179868922601,0.9617904211980577
🐎,0.9398173549632758,0.9507647547583205,0.747783475458708,0.8617713403038203,0.5712153164404401
gotten,0.8636651426906266,0.8890637603279004,0.9655398664944155,0.9955980517643037,0.8604875131910048
hci,0.8221664205310832,0.8976328833300591,0.43642827625575853,0.7891516861556092,0.7905664571879789
cornerback,0.9854974302284392,0.5388128399072019,0.4979452350621165,0.5895658517685098,0.27552773253191254
1st,0.3809406304684497,0.08069125948964939,0.493486022358665,0.318569948660264,0.09612091812180079
destroyer,0.6866333111676675,0.605572165953604,0.5334491470879577,0.9673291736629466,0.7725585205215695
clayton,0.740909462779018,0.707329798791515,0.9797899054575772,0.761075561556924,0.5681291776262016
parking,0.8588578624172554,0.614110711189745,0.8624336588867001,0.7472853715948484,0.9846721126867068
carry,0.7222581106207115,0.8105288000611091,0.9289108975410767,0.9725941157979598,0.9125753987360643
victory,0.7381341217206883,0.6003884578499623,0.9069272941085456,0.5031151375436587,0.5340788127855811
willow,0.9605625802081461,0.869942352235987,0.946712430966939,0.9788142812572742,0.9693462288871904
ocd,0.9804710779880768,0.7949139193893497,0.5580411472794227,0.8494939061006701,0.6982492734007366
transform,0.08981740562735863,0.03608637179429719,0.27201457395727036,0.5757915306415662,0.3312172299671783
fightin,0.641142476764323,0.6861680512898711,0.9769408104209745,0.8069108198444639,0.8351704728319125
mister,0.856995196734819,0.8176791053308661,0.9216722754821252,0.8058570757216161,0.8131222622897609
